pokedex_number,name,generation,status,type_number,type_1,type_2,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
714,Noibat,6,Normal,2,Flying,Dragon,245,40,30,35,45,40,55,190,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
715,Noivern,6,Normal,2,Flying,Dragon,535,85,70,80,97,80,123,45,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
716,Xerneas,6,Legendary,1,Fairy,,680,126,131,95,131,98,99,45,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
717,Yveltal,6,Legendary,2,Dark,Flying,680,126,131,95,131,98,99,45,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
718,Zygarde 50% Forme,6,Legendary,2,Dragon,Ground,600,108,100,121,81,95,95,3,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
718,Zygarde 10% Forme,6,Legendary,2,Dragon,Ground,486,54,100,71,61,85,115,3,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
718,Zygarde Complete Forme,6,Legendary,2,Dragon,Ground,708,216,100,121,91,95,85,3,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
719,Diancie,6,Mythical,2,Rock,Fairy,600,50,100,150,100,150,50,3,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
719,Mega Diancie,6,Mythical,2,Rock,Fairy,700,50,160,110,160,110,110,3,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
720,Hoopa Hoopa Confined,6,Mythical,2,Psychic,Ghost,600,80,110,60,150,130,70,3,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
720,Hoopa Hoopa Unbound,6,Mythical,2,Psychic,Dark,680,80,160,60,170,130,80,3,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
721,Volcanion,6,Mythical,2,Fire,Water,600,80,110,120,130,90,70,3,1,0.25,0,2,1,0.25,1,1,2,1,1,0.5,2,1,1,1,0.25,0.5
722,Rowlet,7,Normal,2,Grass,Flying,320,68,55,55,50,50,42,45,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
723,Dartrix,7,Normal,2,Grass,Flying,420,78,75,75,70,70,52,45,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
724,Decidueye,7,Normal,2,Grass,Ghost,530,78,107,75,100,100,70,45,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
725,Litten,7,Normal,1,Fire,,320,45,65,40,60,40,70,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
726,Torracat,7,Normal,1,Fire,,420,65,85,50,80,50,90,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
727,Incineroar,7,Normal,2,Fire,Dark,530,95,115,90,80,90,60,45,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
728,Popplio,7,Normal,1,Water,,320,50,54,54,66,56,40,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
729,Brionne,7,Normal,1,Water,,420,60,69,69,91,81,50,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
730,Primarina,7,Normal,2,Water,Fairy,530,80,74,74,126,116,60,45,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
731,Pikipek,7,Normal,2,Normal,Flying,265,35,75,30,30,30,65,255,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
732,Trumbeak,7,Normal,2,Normal,Flying,355,55,85,50,40,50,75,120,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
733,Toucannon,7,Normal,2,Normal,Flying,485,80,120,75,75,75,60,45,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
734,Yungoos,7,Normal,1,Normal,,253,48,70,30,30,30,45,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
735,Gumshoos,7,Normal,1,Normal,,418,88,110,60,55,60,45,127,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
736,Grubbin,7,Normal,1,Bug,,300,47,62,45,55,45,46,255,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
737,Charjabug,7,Normal,2,Bug,Electric,400,57,82,95,55,75,36,120,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
738,Vikavolt,7,Normal,2,Bug,Electric,500,77,70,90,145,75,43,45,1,2,1,0.5,0.5,1,0.5,1,0,1,1,1,2,1,1,1,0.5,1
739,Crabrawler,7,Normal,1,Fighting,,338,47,82,57,42,47,63,225,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
740,Crabominable,7,Normal,2,Fighting,Ice,478,97,132,77,62,67,43,60,1,2,1,1,1,0.5,2,1,1,2,2,0.5,1,1,1,0.5,2,2
741,Oricorio Baile Style,7,Normal,2,Fire,Flying,476,75,70,70,98,70,93,45,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
741,Oricorio Pom-Pom Style,7,Normal,2,Electric,Flying,476,75,70,70,98,70,93,45,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
741,Oricorio Pa'u Style,7,Normal,2,Psychic,Flying,476,75,70,70,98,70,93,45,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
741,Oricorio Sensu Style,7,Normal,2,Ghost,Flying,476,75,70,70,98,70,93,45,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
742,Cutiefly,7,Normal,2,Bug,Fairy,304,40,45,40,55,40,84,190,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1
743,Ribombee,7,Normal,2,Bug,Fairy,464,60,55,60,95,70,124,75,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1
744,Rockruff,7,Normal,1,Rock,,280,45,65,40,30,40,60,190,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
744,Own Tempo Rockruff,7,Normal,1,Rock,,280,45,65,40,30,40,60,190,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
745,Lycanroc Midday Form,7,Normal,1,Rock,,487,75,115,65,55,65,112,90,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
745,Lycanroc Midnight Form,7,Normal,1,Rock,,487,85,115,75,55,75,82,90,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
745,Lycanroc Dusk Form,7,Normal,1,Rock,,487,75,117,65,55,65,110,90,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
746,Wishiwashi Solo Form,7,Normal,1,Water,,175,45,20,20,25,25,40,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
746,Wishiwashi School Form,7,Normal,1,Water,,620,45,140,130,140,135,30,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
747,Mareanie,7,Normal,2,Poison,Water,305,50,53,62,43,52,45,190,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
748,Toxapex,7,Normal,2,Poison,Water,495,50,63,152,53,142,35,75,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
749,Mudbray,7,Normal,1,Ground,,385,70,100,70,45,55,45,190,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
750,Mudsdale,7,Normal,1,Ground,,500,100,125,100,55,85,35,60,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
751,Dewpider,7,Normal,2,Water,Bug,269,38,40,52,40,72,27,200,1,0.5,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
752,Araquanid,7,Normal,2,Water,Bug,454,68,70,92,50,132,42,100,1,0.5,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
753,Fomantis,7,Normal,1,Grass,,250,40,55,35,50,35,35,190,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
754,Lurantis,7,Normal,1,Grass,,480,70,105,90,80,90,45,75,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
755,Morelull,7,Normal,2,Grass,Fairy,285,40,35,55,65,75,15,190,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
756,Shiinotic,7,Normal,2,Grass,Fairy,405,60,45,80,90,100,30,75,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
757,Salandit,7,Normal,2,Poison,Fire,320,48,44,40,71,40,77,120,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
758,Salazzle,7,Normal,2,Poison,Fire,480,68,64,60,111,60,117,45,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
759,Stufful,7,Normal,2,Normal,Fighting,340,70,75,50,45,50,50,140,1,2,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
760,Bewear,7,Normal,2,Normal,Fighting,500,120,125,80,55,60,60,70,1,2,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
761,Bounsweet,7,Normal,1,Grass,,210,42,30,38,30,38,32,235,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
762,Steenee,7,Normal,1,Grass,,290,52,40,48,40,48,62,120,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
763,Tsareena,7,Normal,1,Grass,,510,72,120,98,50,98,72,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
764,Comfey,7,Normal,1,Fairy,,485,51,52,90,82,110,100,60,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
765,Oranguru,7,Normal,2,Normal,Psychic,490,90,60,80,90,110,60,45,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
766,Passimian,7,Normal,1,Fighting,,490,100,120,90,40,60,80,45,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
767,Wimpod,7,Normal,2,Bug,Water,230,25,35,40,20,30,80,90,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
768,Golisopod,7,Normal,2,Bug,Water,530,75,125,140,60,90,40,45,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
769,Sandygast,7,Normal,2,Ghost,Ground,320,55,55,80,70,45,15,140,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
770,Palossand,7,Normal,2,Ghost,Ground,480,85,75,110,100,75,35,60,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
771,Pyukumuku,7,Normal,1,Water,,410,55,60,130,30,130,5,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
772,Type: Null,7,Sub Legendary,1,Normal,,534,95,95,95,95,95,59,3,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
773,Silvally,7,Sub Legendary,1,Normal,,570,95,95,95,95,95,95,3,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
774,Minior Meteor Form,7,Normal,2,Rock,Flying,440,60,60,100,60,100,60,30,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
774,Minior Core Form,7,Normal,2,Rock,Flying,500,60,100,60,100,60,120,30,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
775,Komala,7,Normal,1,Normal,,480,65,115,65,75,95,65,45,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
776,Turtonator,7,Normal,2,Fire,Dragon,485,60,78,135,91,85,36,70,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1
777,Togedemaru,7,Normal,2,Electric,Steel,435,65,98,63,40,73,96,180,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
778,Mimikyu,7,Normal,2,Ghost,Fairy,476,55,90,80,50,105,96,45,0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1
779,Bruxish,7,Normal,2,Water,Psychic,475,68,105,70,70,70,92,80,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
780,Drampa,7,Normal,2,Normal,Dragon,485,78,60,85,135,91,36,70,1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2
781,Dhelmise,7,Normal,2,Ghost,Grass,517,70,131,100,86,90,40,25,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
782,Jangmo-o,7,Normal,1,Dragon,,300,45,55,65,45,45,45,45,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
783,Hakamo-o,7,Normal,2,Dragon,Fighting,420,55,75,90,65,70,65,45,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
784,Kommo-o,7,Normal,2,Dragon,Fighting,600,75,110,125,100,105,85,45,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
785,Tapu Koko,7,Sub Legendary,2,Electric,Fairy,570,70,115,85,95,75,130,3,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
786,Tapu Lele,7,Sub Legendary,2,Psychic,Fairy,570,70,85,75,130,115,95,3,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
787,Tapu Bulu,7,Sub Legendary,2,Grass,Fairy,570,70,130,115,85,95,75,3,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
788,Tapu Fini,7,Sub Legendary,2,Water,Fairy,570,70,75,115,95,130,85,3,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
789,Cosmog,7,Legendary,1,Psychic,,200,43,29,31,29,31,37,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
790,Cosmoem,7,Legendary,1,Psychic,,400,43,29,131,29,131,37,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
791,Solgaleo,7,Legendary,2,Psychic,Steel,680,137,137,107,113,89,97,45,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
792,Lunala,7,Legendary,2,Psychic,Ghost,680,137,113,89,137,107,97,45,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
793,Nihilego,7,Sub Legendary,2,Rock,Poison,570,109,53,47,127,131,103,45,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5
794,Buzzwole,7,Sub Legendary,2,Bug,Fighting,570,107,139,139,53,53,79,45,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
795,Pheromosa,7,Sub Legendary,2,Bug,Fighting,570,71,137,37,137,37,151,45,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
796,Xurkitree,7,Sub Legendary,1,Electric,,570,83,89,71,173,71,83,45,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
797,Celesteela,7,Sub Legendary,2,Steel,Flying,570,97,101,103,107,101,61,45,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
798,Kartana,7,Sub Legendary,2,Grass,Steel,570,59,181,131,59,31,109,45,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
799,Guzzlord,7,Sub Legendary,2,Dark,Dragon,570,223,101,53,97,53,43,45,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
800,Necrozma,7,Legendary,1,Psychic,,600,97,107,101,127,89,79,255,1,1,1,1,1,1,0.5,1,1,1,0.5,1.5,1,1.5,1,1.5,1,1
800,Dusk Mane Necrozma,7,Legendary,2,Psychic,Steel,680,97,157,127,113,109,77,3,0.5,1.5,1,1,0.5,0.5,1,0,1.5,0.5,0.25,1,0.5,1.5,0.5,1.5,0.5,0.5
800,Dawn Wings Necrozma,7,Legendary,2,Psychic,Ghost,680,97,113,109,157,127,77,3,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,3,1,3,1,1
800,Ultra Necrozma,7,Legendary,2,Psychic,Dragon,754,97,167,97,167,97,129,3,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2
801,Magearna,7,Mythical,2,Steel,Fairy,600,80,95,115,130,115,65,3,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
802,Marshadow,7,Mythical,2,Fighting,Ghost,600,90,125,80,90,90,125,3,0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2
803,Poipole,7,Sub Legendary,1,Poison,,420,67,73,67,73,67,73,45,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
804,Naganadel,7,Sub Legendary,2,Poison,Dragon,540,73,73,73,127,73,121,45,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
805,Stakataka,7,Sub Legendary,2,Rock,Steel,570,61,131,211,53,101,13,30,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
806,Blacephalon,7,Sub Legendary,2,Fire,Ghost,570,53,127,53,151,79,107,30,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
807,Zeraora,7,Mythical,1,Electric,,600,88,112,75,102,80,143,3,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
808,Meltan,7,Mythical,1,Steel,,300,46,65,65,55,35,34,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
809,Melmetal,7,Mythical,1,Steel,,600,135,143,143,80,65,34,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
810,Grookey,8,Normal,1,Grass,,310,50,65,50,40,40,65,,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
811,Thwackey,8,Normal,1,Grass,,420,70,85,70,55,60,80,,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
812,Rillaboom,8,Normal,1,Grass,,530,100,125,90,60,70,85,,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
813,Scorbunny,8,Normal,1,Fire,,310,50,71,40,40,40,69,,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
814,Raboot,8,Normal,1,Fire,,420,65,86,60,55,60,94,,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
815,Cinderace,8,Normal,1,Fire,,530,80,116,75,65,75,119,,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
816,Sobble,8,Normal,1,Water,,310,50,40,40,70,40,70,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
817,Drizzile,8,Normal,1,Water,,420,65,60,55,95,55,90,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
818,Inteleon,8,Normal,1,Water,,530,70,85,65,125,65,120,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
819,Skwovet,8,Normal,1,Normal,,275,70,55,55,35,35,25,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
820,Greedent,8,Normal,1,Normal,,460,120,95,95,55,75,20,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
821,Rookidee,8,Normal,1,Flying,,245,38,47,35,33,35,57,,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
822,Corvisquire,8,Normal,1,Flying,,365,68,67,55,43,55,77,,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
823,Corviknight,8,Normal,2,Flying,Steel,495,98,87,105,53,85,67,,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
824,Blipbug,8,Normal,1,Bug,,180,25,20,20,25,45,45,,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
825,Dottler,8,Normal,2,Bug,Psychic,335,50,35,80,50,90,30,,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
826,Orbeetle,8,Normal,2,Bug,Psychic,505,60,45,110,80,120,90,,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
827,Nickit,8,Normal,1,Dark,,245,40,28,28,47,52,50,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
828,Thievul,8,Normal,1,Dark,,455,70,58,58,87,92,90,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
829,Gossifleur,8,Normal,1,Grass,,250,40,40,60,40,60,10,,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
830,Eldegoss,8,Normal,1,Grass,,460,60,50,90,80,120,60,,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
831,Wooloo,8,Normal,1,Normal,,270,42,40,55,40,45,48,,1,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
832,Dubwool,8,Normal,1,Normal,,490,72,80,100,60,90,88,,1,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
833,Chewtle,8,Normal,1,Water,,284,50,64,50,38,38,44,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
834,Drednaw,8,Normal,2,Water,Rock,485,90,115,90,48,68,74,,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
835,Yamper,8,Normal,1,Electric,,270,59,45,50,40,50,26,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
836,Boltund,8,Normal,1,Electric,,490,69,90,60,90,60,121,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
837,Rolycoly,8,Normal,1,Rock,,240,30,40,50,40,50,30,,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
838,Carkol,8,Normal,2,Rock,Fire,410,80,60,90,60,70,50,,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
839,Coalossal,8,Normal,2,Rock,Fire,510,110,80,120,80,90,30,,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
840,Applin,8,Normal,2,Grass,Dragon,260,40,40,80,40,40,20,,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
841,Flapple,8,Normal,2,Grass,Dragon,485,70,110,80,95,60,70,,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
842,Appletun,8,Normal,2,Grass,Dragon,485,110,85,80,100,80,30,,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
843,Silicobra,8,Normal,1,Ground,,315,52,57,75,35,50,46,,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
844,Sandaconda,8,Normal,1,Ground,,510,72,107,125,65,70,71,,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
845,Cramorant,8,Normal,2,Flying,Water,475,70,85,55,85,95,85,,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
846,Arrokuda,8,Normal,1,Water,,280,41,63,40,40,30,66,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
847,Barraskewda,8,Normal,1,Water,,490,61,123,60,60,50,136,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
848,Toxel,8,Normal,2,Electric,Poison,242,40,38,35,54,35,40,,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
849,Toxtricity Low Key Form,8,Normal,2,Electric,Poison,502,75,98,70,114,70,75,,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
849,Toxtricity Amped Form,8,Normal,2,Electric,Poison,502,75,98,70,114,70,75,,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
850,Sizzlipede,8,Normal,2,Fire,Bug,305,50,65,45,50,50,45,,1,0,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
851,Centiskorch,8,Normal,2,Fire,Bug,525,100,115,65,90,90,65,,1,0,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
852,Clobbopus,8,Normal,1,Fighting,,310,50,68,60,50,50,32,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
853,Grapploct,8,Normal,1,Fighting,,480,80,118,90,70,80,42,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
854,Sinistea,8,Normal,1,Ghost,,308,40,45,45,74,54,50,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
855,Polteageist,8,Normal,1,Ghost,,508,60,65,65,134,114,70,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
856,Hatenna,8,Normal,1,Psychic,,265,42,30,45,56,53,39,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
857,Hattrem,8,Normal,1,Psychic,,370,57,40,65,86,73,49,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
858,Hatterene,8,Normal,2,Psychic,Fairy,510,57,90,95,136,103,29,,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
859,Impidimp,8,Normal,2,Dark,Fairy,265,45,45,30,55,40,50,,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
860,Morgrem,8,Normal,2,Dark,Fairy,370,65,60,45,75,55,70,,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
